province,hazard,rp,0
Negros Occidental,wind,1000,0.057140025
Negros Occidental,wind,1500,0.062763705
Negros Occidental,wind,2000,1.73E-15
Negros Oriental,earthquake,20,0.004361556
Negros Oriental,earthquake,50,0.008689917
Negros Oriental,earthquake,100,0.013530406
Negros Oriental,earthquake,250,0.022799017
Negros Oriental,earthquake,500,0.033622107
Negros Oriental,earthquake,1000,0.048921138
Negros Oriental,earthquake,1500,0.059429067
Negros Oriental,earthquake,2000,-4.34E-16
Negros Oriental,flood,20,0.00299518
Negros Oriental,flood,50,0.006529518
Negros Oriental,flood,100,0.011072441
Negros Oriental,flood,250,0.048478893
Negros Oriental,flood,500,0.054065956
Negros Oriental,flood,1000,0.063573287
Negros Oriental,flood,1500,0.067351827
Negros Oriental,flood,2000,0
Negros Oriental,surge,20,0.004384592
Negros Oriental,surge,50,0.005500548
Negros Oriental,surge,100,0.006751683
Negros Oriental,surge,250,0.007069631
Negros Oriental,surge,500,0.007599555
Negros Oriental,surge,1000,0.008659386
Negros Oriental,surge,1500,0.008890747
Negros Oriental,surge,2000,1.786165117
Negros Oriental,tsunami,20,8.25E-05
Negros Oriental,tsunami,50,0.00019776
Negros Oriental,tsunami,100,0.000536292
Negros Oriental,tsunami,250,0.002622035
Negros Oriental,tsunami,500,0.005394383
Negros Oriental,tsunami,1000,0.009966293
Negros Oriental,tsunami,1500,0.015727976
Negros Oriental,tsunami,2000,1.36E-17
Negros Oriental,wind,20,0.023734604
Negros Oriental,wind,50,0.032366968
Negros Oriental,wind,100,0.038610263
Negros Oriental,wind,250,0.047329513
Negros Oriental,wind,500,0.051516345
Negros Oriental,wind,1000,0.057140025
Negros Oriental,wind,1500,0.062763705
Negros Oriental,wind,2000,1.73E-15
Northern Samar,earthquake,20,0.004361556
Northern Samar,earthquake,50,0.008689917
Northern Samar,earthquake,100,0.013530406
Northern Samar,earthquake,250,0.022799017
Northern Samar,earthquake,500,0.033622107
Northern Samar,earthquake,1000,0.048921138
Northern Samar,earthquake,1500,0.059429067
Northern Samar,earthquake,2000,-4.34E-16
Northern Samar,flood,20,0.00299518
Northern Samar,flood,50,0.006529518
Northern Samar,flood,100,0.011072441
Northern Samar,flood,250,0.048478893
Northern Samar,flood,500,0.054065956
Northern Samar,flood,1000,0.063573287
Northern Samar,flood,1500,0.067351827
Northern Samar,flood,2000,0
Northern Samar,surge,20,0.004384592
Northern Samar,surge,50,0.005500548
Northern Samar,surge,100,0.006751683
Northern Samar,surge,250,0.007069631
Northern Samar,surge,500,0.007599555
Northern Samar,surge,1000,0.008659386
Northern Samar,surge,1500,0.008890747
Northern Samar,surge,2000,1.786165117
Northern Samar,tsunami,20,8.25E-05
Northern Samar,tsunami,50,0.00019776
Northern Samar,tsunami,100,0.000536292
Northern Samar,tsunami,250,0.002622035
Northern Samar,tsunami,500,0.005394383
Northern Samar,tsunami,1000,0.009966293
Northern Samar,tsunami,1500,0.015727976
Northern Samar,tsunami,2000,1.36E-17
Northern Samar,wind,20,0.023734604
Northern Samar,wind,50,0.032366968
Northern Samar,wind,100,0.038610263
Northern Samar,wind,250,0.047329513
Northern Samar,wind,500,0.051516345
Northern Samar,wind,1000,0.057140025
Northern Samar,wind,1500,0.062763705
Northern Samar,wind,2000,1.73E-15
Nueva Ecija,earthquake,20,0.004361556
Nueva Ecija,earthquake,50,0.008689917
Nueva Ecija,earthquake,100,0.013530406
Nueva Ecija,earthquake,250,0.022799017
Nueva Ecija,earthquake,500,0.033622107
Nueva Ecija,earthquake,1000,0.048921138
Nueva Ecija,earthquake,1500,0.059429067
Nueva Ecija,earthquake,2000,-4.34E-16
Nueva Ecija,flood,20,0.00299518
Nueva Ecija,flood,50,0.006529518
Nueva Ecija,flood,100,0.011072441
Nueva Ecija,flood,250,0.048478893
Nueva Ecija,flood,500,0.054065956
Nueva Ecija,flood,1000,0.063573287
Nueva Ecija,flood,1500,0.067351827
Nueva Ecija,flood,2000,0
Nueva Ecija,surge,20,0.004384592
Nueva Ecija,surge,50,0.005500548
Nueva Ecija,surge,100,0.006751683
Nueva Ecija,surge,250,0.007069631
Nueva Ecija,surge,500,0.007599555
Nueva Ecija,surge,1000,0.008659386
Nueva Ecija,surge,1500,0.008890747
Nueva Ecija,surge,2000,1.786165117
Nueva Ecija,tsunami,20,8.25E-05
Nueva Ecija,tsunami,50,0.00019776
Nueva Ecija,tsunami,100,0.000536292
Nueva Ecija,tsunami,250,0.002622035
Nueva Ecija,tsunami,500,0.005394383
Nueva Ecija,tsunami,1000,0.009966293
Nueva Ecija,tsunami,1500,0.015727976
Nueva Ecija,tsunami,2000,1.36E-17
Nueva Ecija,wind,20,0.023734604
Nueva Ecija,wind,50,0.032366968
Nueva Ecija,wind,100,0.038610263
Nueva Ecija,wind,250,0.047329513
Nueva Ecija,wind,500,0.051516345
Nueva Ecija,wind,1000,0.057140025
Nueva Ecija,wind,1500,0.062763705
Nueva Ecija,wind,2000,1.73E-15
Nueva Vizcaya,earthquake,20,0.004361556
Nueva Vizcaya,earthquake,50,0.008689917
Nueva Vizcaya,earthquake,100,0.013530406
Nueva Vizcaya,earthquake,250,0.022799017
Nueva Vizcaya,earthquake,500,0.033622107
Nueva Vizcaya,earthquake,1000,0.048921138
Nueva Vizcaya,earthquake,1500,0.059429067
Nueva Vizcaya,earthquake,2000,-4.34E-16
Nueva Vizcaya,flood,20,0.00299518
Nueva Vizcaya,flood,50,0.006529518
Nueva Vizcaya,flood,100,0.011072441
Nueva Vizcaya,flood,250,0.048478893
Nueva Vizcaya,flood,500,0.054065956
Nueva Vizcaya,flood,1000,0.063573287
Nueva Vizcaya,flood,1500,0.067351827
Nueva Vizcaya,flood,2000,0
Nueva Vizcaya,surge,20,0.004384592
Nueva Vizcaya,surge,50,0.005500548
Nueva Vizcaya,surge,100,0.006751683
Nueva Vizcaya,surge,250,0.007069631
Nueva Vizcaya,surge,500,0.007599555
Nueva Vizcaya,surge,1000,0.008659386
Nueva Vizcaya,surge,1500,0.008890747
Nueva Vizcaya,surge,2000,1.786165117
Nueva Vizcaya,tsunami,20,8.25E-05
Nueva Vizcaya,tsunami,50,0.00019776
Nueva Vizcaya,tsunami,100,0.000536292
Nueva Vizcaya,tsunami,250,0.002622035
Nueva Vizcaya,tsunami,500,0.005394383
Nueva Vizcaya,tsunami,1000,0.009966293
Nueva Vizcaya,tsunami,1500,0.015727976
Nueva Vizcaya,tsunami,2000,1.36E-17
Nueva Vizcaya,wind,20,0.023734604
Nueva Vizcaya,wind,50,0.032366968
Nueva Vizcaya,wind,100,0.038610263
Nueva Vizcaya,wind,250,0.047329513
Nueva Vizcaya,wind,500,0.051516345
Nueva Vizcaya,wind,1000,0.057140025
Nueva Vizcaya,wind,1500,0.062763705
Nueva Vizcaya,wind,2000,1.73E-15
Occidental Mindoro,earthquake,20,0.004361556
Occidental Mindoro,earthquake,50,0.008689917
Occidental Mindoro,earthquake,100,0.013530406
Occidental Mindoro,earthquake,250,0.022799017
Occidental Mindoro,earthquake,500,0.033622107
Occidental Mindoro,earthquake,1000,0.048921138
Occidental Mindoro,earthquake,1500,0.059429067
Occidental Mindoro,earthquake,2000,-4.34E-16
Occidental Mindoro,flood,20,0.00299518
Occidental Mindoro,flood,50,0.006529518
Occidental Mindoro,flood,100,0.011072441
Occidental Mindoro,flood,250,0.048478893
Occidental Mindoro,flood,500,0.054065956
Occidental Mindoro,flood,1000,0.063573287
Occidental Mindoro,flood,1500,0.067351827
Occidental Mindoro,flood,2000,0
Occidental Mindoro,surge,20,0.004384592
Occidental Mindoro,surge,50,0.005500548
Occidental Mindoro,surge,100,0.006751683
Occidental Mindoro,surge,250,0.007069631
Occidental Mindoro,surge,500,0.007599555
Occidental Mindoro,surge,1000,0.008659386
Occidental Mindoro,surge,1500,0.008890747
Occidental Mindoro,surge,2000,1.786165117
Occidental Mindoro,tsunami,20,8.25E-05
Occidental Mindoro,tsunami,50,0.00019776
Occidental Mindoro,tsunami,100,0.000536292
Occidental Mindoro,tsunami,250,0.002622035
Occidental Mindoro,tsunami,500,0.005394383
Occidental Mindoro,tsunami,1000,0.009966293
Occidental Mindoro,tsunami,1500,0.015727976
Occidental Mindoro,tsunami,2000,1.36E-17
Occidental Mindoro,wind,20,0.023734604
Occidental Mindoro,wind,50,0.032366968
Occidental Mindoro,wind,100,0.038610263
Occidental Mindoro,wind,250,0.047329513
Occidental Mindoro,wind,500,0.051516345
Occidental Mindoro,wind,1000,0.057140025
Occidental Mindoro,wind,1500,0.062763705
Occidental Mindoro,wind,2000,1.73E-15
Oriental Mindoro,earthquake,20,0.004361556
Oriental Mindoro,earthquake,50,0.008689917
Oriental Mindoro,earthquake,100,0.013530406
Oriental Mindoro,earthquake,250,0.022799017
Oriental Mindoro,earthquake,500,0.033622107
Oriental Mindoro,earthquake,1000,0.048921138
Oriental Mindoro,earthquake,1500,0.059429067
Oriental Mindoro,earthquake,2000,-4.34E-16
Oriental Mindoro,flood,20,0.00299518
Oriental Mindoro,flood,50,0.006529518
Oriental Mindoro,flood,100,0.011072441
Oriental Mindoro,flood,250,0.048478893
Oriental Mindoro,flood,500,0.054065956
Oriental Mindoro,flood,1000,0.063573287
Oriental Mindoro,flood,1500,0.067351827
Oriental Mindoro,flood,2000,0
Oriental Mindoro,surge,20,0.004384592
Oriental Mindoro,surge,50,0.005500548
Oriental Mindoro,surge,100,0.006751683
Oriental Mindoro,surge,250,0.007069631
Oriental Mindoro,surge,500,0.007599555
Oriental Mindoro,surge,1000,0.008659386
Oriental Mindoro,surge,1500,0.008890747
Oriental Mindoro,surge,2000,1.786165117
Oriental Mindoro,tsunami,20,8.25E-05
Oriental Mindoro,tsunami,50,0.00019776
Oriental Mindoro,tsunami,100,0.000536292
Oriental Mindoro,tsunami,250,0.002622035
Oriental Mindoro,tsunami,500,0.005394383
Oriental Mindoro,tsunami,1000,0.009966293
Oriental Mindoro,tsunami,1500,0.015727976
Oriental Mindoro,tsunami,2000,1.36E-17
Oriental Mindoro,wind,20,0.023734604
Oriental Mindoro,wind,50,0.032366968
Oriental Mindoro,wind,100,0.038610263
Oriental Mindoro,wind,250,0.047329513
Oriental Mindoro,wind,500,0.051516345
Oriental Mindoro,wind,1000,0.057140025
Oriental Mindoro,wind,1500,0.062763705
Oriental Mindoro,wind,2000,1.73E-15
Palawan,earthquake,20,0.004361556
Palawan,earthquake,50,0.008689917
Palawan,earthquake,100,0.013530406
Palawan,earthquake,250,0.022799017
Palawan,earthquake,500,0.033622107
Palawan,earthquake,1000,0.048921138
Palawan,earthquake,1500,0.059429067
Palawan,earthquake,2000,-4.34E-16
Palawan,flood,20,0.00299518
Palawan,flood,50,0.006529518
Palawan,flood,100,0.011072441
Palawan,flood,250,0.048478893
Palawan,flood,500,0.054065956
Palawan,flood,1000,0.063573287
Palawan,flood,1500,0.067351827
Palawan,flood,2000,0
Palawan,surge,20,0.004384592
Palawan,surge,50,0.005500548
Palawan,surge,100,0.006751683
Palawan,surge,250,0.007069631
Palawan,surge,500,0.007599555
Palawan,surge,1000,0.008659386
Palawan,surge,1500,0.008890747
Palawan,surge,2000,1.786165117
Palawan,tsunami,20,8.25E-05
Palawan,tsunami,50,0.00019776
Palawan,tsunami,100,0.000536292
Palawan,tsunami,250,0.002622035
Palawan,tsunami,500,0.005394383
Palawan,tsunami,1000,0.009966293
Palawan,tsunami,1500,0.015727976
Palawan,tsunami,2000,1.36E-17
Palawan,wind,20,0.023734604
Palawan,wind,50,0.032366968
Palawan,wind,100,0.038610263
Palawan,wind,250,0.047329513
Palawan,wind,500,0.051516345
Palawan,wind,1000,0.057140025
Palawan,wind,1500,0.062763705
Palawan,wind,2000,1.73E-15
Pampanga,earthquake,20,0.004361556
Pampanga,earthquake,50,0.008689917
Pampanga,earthquake,100,0.013530406
Pampanga,earthquake,250,0.022799017
Pampanga,earthquake,500,0.033622107
Pampanga,earthquake,1000,0.048921138
Pampanga,earthquake,1500,0.059429067
Pampanga,earthquake,2000,-4.34E-16
Pampanga,flood,20,0.00299518
Pampanga,flood,50,0.006529518
Pampanga,flood,100,0.011072441
Pampanga,flood,250,0.048478893
Pampanga,flood,500,0.054065956
Pampanga,flood,1000,0.063573287
Pampanga,flood,1500,0.067351827
Pampanga,flood,2000,0
Pampanga,surge,20,0.004384592
Pampanga,surge,50,0.005500548
Pampanga,surge,100,0.006751683
Pampanga,surge,250,0.007069631
Pampanga,surge,500,0.007599555
Pampanga,surge,1000,0.008659386
Pampanga,surge,1500,0.008890747
Pampanga,surge,2000,1.786165117
Pampanga,tsunami,20,8.25E-05
Pampanga,tsunami,50,0.00019776
Pampanga,tsunami,100,0.000536292
Pampanga,tsunami,250,0.002622035
Pampanga,tsunami,500,0.005394383
Pampanga,tsunami,1000,0.009966293
Pampanga,tsunami,1500,0.015727976
Pampanga,tsunami,2000,1.36E-17
Pampanga,wind,20,0.023734604
Pampanga,wind,50,0.032366968
Pampanga,wind,100,0.038610263
Pampanga,wind,250,0.047329513
Pampanga,wind,500,0.051516345
Pampanga,wind,1000,0.057140025
Pampanga,wind,1500,0.062763705
Pampanga,wind,2000,1.73E-15
Pangasinan,earthquake,20,0.004361556
Pangasinan,earthquake,50,0.008689917
Pangasinan,earthquake,100,0.013530406
Pangasinan,earthquake,250,0.022799017
Pangasinan,earthquake,500,0.033622107
Pangasinan,earthquake,1000,0.048921138
Pangasinan,earthquake,1500,0.059429067
Pangasinan,earthquake,2000,-4.34E-16
Pangasinan,flood,20,0.00299518
Pangasinan,flood,50,0.006529518
Pangasinan,flood,100,0.011072441
Pangasinan,flood,250,0.048478893
Pangasinan,flood,500,0.054065956
Pangasinan,flood,1000,0.063573287
Pangasinan,flood,1500,0.067351827
Pangasinan,flood,2000,0
Pangasinan,surge,20,0.004384592
Pangasinan,surge,50,0.005500548
Pangasinan,surge,100,0.006751683
Pangasinan,surge,250,0.007069631
Pangasinan,surge,500,0.007599555
Pangasinan,surge,1000,0.008659386
Pangasinan,surge,1500,0.008890747
Pangasinan,surge,2000,1.786165117
Pangasinan,tsunami,20,8.25E-05
Pangasinan,tsunami,50,0.00019776
Pangasinan,tsunami,100,0.000536292
Pangasinan,tsunami,250,0.002622035
Pangasinan,tsunami,500,0.005394383
Pangasinan,tsunami,1000,0.009966293
Pangasinan,tsunami,1500,0.015727976
Pangasinan,tsunami,2000,1.36E-17
Pangasinan,wind,20,0.023734604
Pangasinan,wind,50,0.032366968
Pangasinan,wind,100,0.038610263
Pangasinan,wind,250,0.047329513
Pangasinan,wind,500,0.051516345
Pangasinan,wind,1000,0.057140025
Pangasinan,wind,1500,0.062763705
Pangasinan,wind,2000,1.73E-15
Quezon,earthquake,20,0.004361556
Quezon,earthquake,50,0.008689917
Quezon,earthquake,100,0.013530406
Quezon,earthquake,250,0.022799017
Quezon,earthquake,500,0.033622107
Quezon,earthquake,1000,0.048921138
Quezon,earthquake,1500,0.059429067
Quezon,earthquake,2000,-4.34E-16
Quezon,flood,20,0.00299518
Quezon,flood,50,0.006529518
Quezon,flood,100,0.011072441
Quezon,flood,250,0.048478893
Quezon,flood,500,0.054065956
Quezon,flood,1000,0.063573287
Quezon,flood,1500,0.067351827
Quezon,flood,2000,0
Quezon,surge,20,0.004384592
Quezon,surge,50,0.005500548
Quezon,surge,100,0.006751683
Quezon,surge,250,0.007069631
Quezon,surge,500,0.007599555
Quezon,surge,1000,0.008659386
Quezon,surge,1500,0.008890747
Quezon,surge,2000,1.786165117
Quezon,tsunami,20,8.25E-05
Quezon,tsunami,50,0.00019776
Quezon,tsunami,100,0.000536292
Quezon,tsunami,250,0.002622035
Quezon,tsunami,500,0.005394383
Quezon,tsunami,1000,0.009966293
Quezon,tsunami,1500,0.015727976
Quezon,tsunami,2000,1.36E-17
Quezon,wind,20,0.023734604
Quezon,wind,50,0.032366968
Quezon,wind,100,0.038610263
Quezon,wind,250,0.047329513
Quezon,wind,500,0.051516345
Quezon,wind,1000,0.057140025
Quezon,wind,1500,0.062763705
Quezon,wind,2000,1.73E-15
Quirino,earthquake,20,0.004361556
Quirino,earthquake,50,0.008689917
Quirino,earthquake,100,0.013530406
Quirino,earthquake,250,0.022799017
Quirino,earthquake,500,0.033622107
Quirino,earthquake,1000,0.048921138
Quirino,earthquake,1500,0.059429067
Quirino,earthquake,2000,-4.34E-16
Quirino,flood,20,0.00299518
Quirino,flood,50,0.006529518
Quirino,flood,100,0.011072441
Quirino,flood,250,0.048478893
Quirino,flood,500,0.054065956
Quirino,flood,1000,0.063573287
Quirino,flood,1500,0.067351827
Quirino,flood,2000,0
Quirino,surge,20,0.004384592
Quirino,surge,50,0.005500548
Quirino,surge,100,0.006751683
Quirino,surge,250,0.007069631
Quirino,surge,500,0.007599555
Quirino,surge,1000,0.008659386
Quirino,surge,1500,0.008890747
Quirino,surge,2000,1.786165117
Quirino,tsunami,20,8.25E-05
Quirino,tsunami,50,0.00019776
Quirino,tsunami,100,0.000536292
Quirino,tsunami,250,0.002622035
Quirino,tsunami,500,0.005394383
Quirino,tsunami,1000,0.009966293
Quirino,tsunami,1500,0.015727976
Quirino,tsunami,2000,1.36E-17
Quirino,wind,20,0.023734604
Quirino,wind,50,0.032366968
Quirino,wind,100,0.038610263
Quirino,wind,250,0.047329513
Quirino,wind,500,0.051516345
Quirino,wind,1000,0.057140025
Quirino,wind,1500,0.062763705
Quirino,wind,2000,1.73E-15
Rizal,earthquake,20,0.004361556
Rizal,earthquake,50,0.008689917
Rizal,earthquake,100,0.013530406
Rizal,earthquake,250,0.022799017
Rizal,earthquake,500,0.033622107
Rizal,earthquake,1000,0.048921138
Rizal,earthquake,1500,0.059429067
Rizal,earthquake,2000,-4.34E-16
Rizal,flood,20,0.00299518
Rizal,flood,50,0.006529518
Rizal,flood,100,0.011072441
Rizal,flood,250,0.048478893
Rizal,flood,500,0.054065956
Rizal,flood,1000,0.063573287
Rizal,flood,1500,0.067351827
Rizal,flood,2000,0
Rizal,surge,20,0.004384592
Rizal,surge,50,0.005500548
Rizal,surge,100,0.006751683
Rizal,surge,250,0.007069631
Rizal,surge,500,0.007599555
Rizal,surge,1000,0.008659386
Rizal,surge,1500,0.008890747
Rizal,surge,2000,1.786165117
Rizal,tsunami,20,8.25E-05
Rizal,tsunami,50,0.00019776
Rizal,tsunami,100,0.000536292
Rizal,tsunami,250,0.002622035
Rizal,tsunami,500,0.005394383
Rizal,tsunami,1000,0.009966293
Rizal,tsunami,1500,0.015727976
Rizal,tsunami,2000,1.36E-17
Rizal,wind,20,0.023734604
Rizal,wind,50,0.032366968
Rizal,wind,100,0.038610263
Rizal,wind,250,0.047329513
Rizal,wind,500,0.051516345
Rizal,wind,1000,0.057140025
Rizal,wind,1500,0.062763705
Rizal,wind,2000,1.73E-15
Romblon,earthquake,20,0.004361556
Romblon,earthquake,50,0.008689917
Romblon,earthquake,100,0.013530406
Romblon,earthquake,250,0.022799017
Romblon,earthquake,500,0.033622107
Romblon,earthquake,1000,0.048921138
Romblon,earthquake,1500,0.059429067
Romblon,earthquake,2000,-4.34E-16
Romblon,flood,20,0.00299518
Romblon,flood,50,0.006529518
Romblon,flood,100,0.011072441
Romblon,flood,250,0.048478893
Romblon,flood,500,0.054065956
Romblon,flood,1000,0.063573287
Romblon,flood,1500,0.067351827
Romblon,flood,2000,0
Romblon,surge,20,0.004384592
Romblon,surge,50,0.005500548
Romblon,surge,100,0.006751683
Romblon,surge,250,0.007069631
Romblon,surge,500,0.007599555
Romblon,surge,1000,0.008659386
Romblon,surge,1500,0.008890747
Romblon,surge,2000,1.786165117
Romblon,tsunami,20,8.25E-05
Romblon,tsunami,50,0.00019776
Romblon,tsunami,100,0.000536292
Romblon,tsunami,250,0.002622035
Romblon,tsunami,500,0.005394383
Romblon,tsunami,1000,0.009966293
Romblon,tsunami,1500,0.015727976
Romblon,tsunami,2000,1.36E-17
Romblon,wind,20,0.023734604
Romblon,wind,50,0.032366968
Romblon,wind,100,0.038610263
Romblon,wind,250,0.047329513
Romblon,wind,500,0.051516345
Romblon,wind,1000,0.057140025
Romblon,wind,1500,0.062763705
Romblon,wind,2000,1.73E-15
Samar (Western),earthquake,20,0.004361556
Samar (Western),earthquake,50,0.008689917
Samar (Western),earthquake,100,0.013530406
Samar (Western),earthquake,250,0.022799017
Samar (Western),earthquake,500,0.033622107
Samar (Western),earthquake,1000,0.048921138
Samar (Western),earthquake,1500,0.059429067
Samar (Western),earthquake,2000,-4.34E-16
Samar (Western),flood,20,0.00299518
Samar (Western),flood,50,0.006529518
Samar (Western),flood,100,0.011072441
Samar (Western),flood,250,0.048478893
Samar (Western),flood,500,0.054065956
Samar (Western),flood,1000,0.063573287
Samar (Western),flood,1500,0.067351827
Samar (Western),flood,2000,0
Samar (Western),surge,20,0.004384592
Samar (Western),surge,50,0.005500548
Samar (Western),surge,100,0.006751683
Samar (Western),surge,250,0.007069631
Samar (Western),surge,500,0.007599555
Samar (Western),surge,1000,0.008659386
Samar (Western),surge,1500,0.008890747
Samar (Western),surge,2000,1.786165117
Samar (Western),tsunami,20,8.25E-05
Samar (Western),tsunami,50,0.00019776
Samar (Western),tsunami,100,0.000536292
Samar (Western),tsunami,250,0.002622035
Samar (Western),tsunami,500,0.005394383
Samar (Western),tsunami,1000,0.009966293
Samar (Western),tsunami,1500,0.015727976
Samar (Western),tsunami,2000,1.36E-17
Samar (Western),wind,20,0.023734604
Samar (Western),wind,50,0.032366968
Samar (Western),wind,100,0.038610263
Samar (Western),wind,250,0.047329513
Samar (Western),wind,500,0.051516345
Samar (Western),wind,1000,0.057140025
Samar (Western),wind,1500,0.062763705
Samar (Western),wind,2000,1.73E-15
Sarangani,earthquake,20,0.004361556
Sarangani,earthquake,50,0.008689917
Sarangani,earthquake,100,0.013530406
Sarangani,earthquake,250,0.022799017
Sarangani,earthquake,500,0.033622107
Sarangani,earthquake,1000,0.048921138
Sarangani,earthquake,1500,0.059429067
Sarangani,earthquake,2000,-4.34E-16
Sarangani,flood,20,0.00299518
Sarangani,flood,50,0.006529518
Sarangani,flood,100,0.011072441
Sarangani,flood,250,0.048478893
Sarangani,flood,500,0.054065956
Sarangani,flood,1000,0.063573287
Sarangani,flood,1500,0.067351827
Sarangani,flood,2000,0
Sarangani,surge,20,0.004384592
Sarangani,surge,50,0.005500548
Sarangani,surge,100,0.006751683
Sarangani,surge,250,0.007069631
Sarangani,surge,500,0.007599555
Sarangani,surge,1000,0.008659386
Sarangani,surge,1500,0.008890747
Sarangani,surge,2000,1.786165117
Sarangani,tsunami,20,8.25E-05
Sarangani,tsunami,50,0.00019776
Sarangani,tsunami,100,0.000536292
Sarangani,tsunami,250,0.002622035
Sarangani,tsunami,500,0.005394383
Sarangani,tsunami,1000,0.009966293
Sarangani,tsunami,1500,0.015727976
Sarangani,tsunami,2000,1.36E-17
Sarangani,wind,20,0.023734604
Sarangani,wind,50,0.032366968
Sarangani,wind,100,0.038610263
Sarangani,wind,250,0.047329513
Sarangani,wind,500,0.051516345
Sarangani,wind,1000,0.057140025
Sarangani,wind,1500,0.062763705
Sarangani,wind,2000,1.73E-15
Siquijor,earthquake,20,0.004361556
Siquijor,earthquake,50,0.008689917
Siquijor,earthquake,100,0.013530406
Siquijor,earthquake,250,0.022799017
Siquijor,earthquake,500,0.033622107
Siquijor,earthquake,1000,0.048921138
Siquijor,earthquake,1500,0.059429067
Siquijor,earthquake,2000,-4.34E-16
Siquijor,flood,20,0.00299518
Siquijor,flood,50,0.006529518
Siquijor,flood,100,0.011072441
Siquijor,flood,250,0.048478893
Siquijor,flood,500,0.054065956
Siquijor,flood,1000,0.063573287
Siquijor,flood,1500,0.067351827
Siquijor,flood,2000,0
Siquijor,surge,20,0.004384592
Siquijor,surge,50,0.005500548
Siquijor,surge,100,0.006751683
Siquijor,surge,250,0.007069631
Siquijor,surge,500,0.007599555
Siquijor,surge,1000,0.008659386
Siquijor,surge,1500,0.008890747
Siquijor,surge,2000,1.786165117
Siquijor,tsunami,20,8.25E-05
Siquijor,tsunami,50,0.00019776
Siquijor,tsunami,100,0.000536292
Siquijor,tsunami,250,0.002622035
Siquijor,tsunami,500,0.005394383
Siquijor,tsunami,1000,0.009966293
Siquijor,tsunami,1500,0.015727976
Siquijor,tsunami,2000,1.36E-17
Siquijor,wind,20,0.023734604
Siquijor,wind,50,0.032366968
Siquijor,wind,100,0.038610263
Siquijor,wind,250,0.047329513
Siquijor,wind,500,0.051516345
Siquijor,wind,1000,0.057140025
Siquijor,wind,1500,0.062763705
Siquijor,wind,2000,1.73E-15
Sorsogon,earthquake,20,0.004361556
Sorsogon,earthquake,50,0.008689917
Sorsogon,earthquake,100,0.013530406
Sorsogon,earthquake,250,0.022799017
Sorsogon,earthquake,500,0.033622107
Sorsogon,earthquake,1000,0.048921138
Sorsogon,earthquake,1500,0.059429067
Sorsogon,earthquake,2000,-4.34E-16
Sorsogon,flood,20,0.00299518
Sorsogon,flood,50,0.006529518
Sorsogon,flood,100,0.011072441
Sorsogon,flood,250,0.048478893
Sorsogon,flood,500,0.054065956
Sorsogon,flood,1000,0.063573287
Sorsogon,flood,1500,0.067351827
Sorsogon,flood,2000,0
Sorsogon,surge,20,0.004384592
Sorsogon,surge,50,0.005500548
Sorsogon,surge,100,0.006751683
Sorsogon,surge,250,0.007069631
Sorsogon,surge,500,0.007599555
Sorsogon,surge,1000,0.008659386
Sorsogon,surge,1500,0.008890747
Sorsogon,surge,2000,1.786165117
Sorsogon,tsunami,20,8.25E-05
Sorsogon,tsunami,50,0.00019776
Sorsogon,tsunami,100,0.000536292
Sorsogon,tsunami,250,0.002622035
Sorsogon,tsunami,500,0.005394383
Sorsogon,tsunami,1000,0.009966293
Sorsogon,tsunami,1500,0.015727976
Sorsogon,tsunami,2000,1.36E-17
Sorsogon,wind,20,0.023734604
Sorsogon,wind,50,0.032366968
Sorsogon,wind,100,0.038610263
Sorsogon,wind,250,0.047329513
Sorsogon,wind,500,0.051516345
Sorsogon,wind,1000,0.057140025
Sorsogon,wind,1500,0.062763705
Sorsogon,wind,2000,1.73E-15
South Cotabato,earthquake,20,0.004361556
South Cotabato,earthquake,50,0.008689917
South Cotabato,earthquake,100,0.013530406
South Cotabato,earthquake,250,0.022799017
South Cotabato,earthquake,500,0.033622107
South Cotabato,earthquake,1000,0.048921138
South Cotabato,earthquake,1500,0.059429067
South Cotabato,earthquake,2000,-4.34E-16
South Cotabato,flood,20,0.00299518
South Cotabato,flood,50,0.006529518
South Cotabato,flood,100,0.011072441
South Cotabato,flood,250,0.048478893
South Cotabato,flood,500,0.054065956
South Cotabato,flood,1000,0.063573287
South Cotabato,flood,1500,0.067351827
South Cotabato,flood,2000,0
South Cotabato,surge,20,0.004384592
South Cotabato,surge,50,0.005500548
South Cotabato,surge,100,0.006751683
South Cotabato,surge,250,0.007069631
South Cotabato,surge,500,0.007599555
South Cotabato,surge,1000,0.008659386
South Cotabato,surge,1500,0.008890747
South Cotabato,surge,2000,1.786165117
South Cotabato,tsunami,20,8.25E-05
South Cotabato,tsunami,50,0.00019776
South Cotabato,tsunami,100,0.000536292
South Cotabato,tsunami,250,0.002622035
South Cotabato,tsunami,500,0.005394383
South Cotabato,tsunami,1000,0.009966293
South Cotabato,tsunami,1500,0.015727976
South Cotabato,tsunami,2000,1.36E-17
South Cotabato,wind,20,0.023734604
South Cotabato,wind,50,0.032366968
South Cotabato,wind,100,0.038610263
South Cotabato,wind,250,0.047329513
South Cotabato,wind,500,0.051516345
South Cotabato,wind,1000,0.057140025
South Cotabato,wind,1500,0.062763705
South Cotabato,wind,2000,1.73E-15
Southern Leyte,earthquake,20,0.004361556
Southern Leyte,earthquake,50,0.008689917
Southern Leyte,earthquake,100,0.013530406
Southern Leyte,earthquake,250,0.022799017
